Sensor Name,Variable,Units,Timestamp,Value,Flagged as Suspect Reading,Aggregated Method,Number of records,Location (WKT),Ground Height Above Sea Level,Sensor Height Above Ground,Broker Name,Third Party,Sensor Centroid Longitude,Sensor Centroid Latitude,Raw ID
PER_AIRMON_MESH1968150,NO2,ugm -3,2023-05-14 15:00:00,23.8948,False,Median,9,POINT (-1.614848 54.97149),42.0400009155273,2.0,aq_mesh_api,False,-1.614848,54.97149,79204
PER_AIRMON_MESH1917150,NO2,ugm -3,2023-05-14 15:00:00,40.3072,False,Median,9,POINT (-1.558721 54.996494),39.0400009155273,2.0,aq_mesh_api,False,-1.558721,54.996494,79160
PER_AIRMON_MESH1957150,NO2,ugm -3,2023-05-14 15:00:00,35.231199999999994,False,Median,9,POINT (-1.558716 54.996502),39.0400009155273,2.0,aq_mesh_api,False,-1.558716,54.996502,79194
PER_AIRMON_MESH1971150,NO2,ugm -3,2023-05-14 15:00:00,49.2278,False,Median,9,POINT (-1.583808 54.991155),45.5499992370605,2.0,aq_mesh_api,False,-1.583808,54.991155,79207
PER_AIRMON_MESH1966150,NO2,ugm -3,2023-05-14 15:00:00,8.63108,False,Median,9,POINT (-1.690413 54.957331),3.80999994277954,2.0,aq_mesh_api,False,-1.690413,54.957331,79202
PER_AIRMON_MESH1922150,NO2,ugm -3,2023-05-14 15:00:00,8.6104,False,Median,9,POINT (-1.609327 54.991308),56.8699989318848,2.0,aq_mesh_api,False,-1.609327,54.991308,79165
PER_AIRMON_MESH1972150,NO2,ugm -3,2023-05-14 15:00:00,8.8924,False,Median,9,POINT (-1.617121 54.974193),47.2900009155273,2.0,aq_mesh_api,False,-1.617121,54.974193,79208
PER_AIRMON_MESH1964150,NO2,ugm -3,2023-05-14 15:00:00,52.65503999999999,False,Median,9,POINT (-1.45333 55.022829),43.8699989318848,2.0,aq_mesh_api,False,-1.45333,55.022829,79200
PER_AIRMON_MESH1974150,NO2,ugm -3,2023-05-14 15:00:00,59.032,False,Median,9,POINT (-1.566521 55.011258),64.8199996948242,2.0,aq_mesh_api,False,-1.566521,55.011258,79210
PER_AIRMON_MESH1970150,NO2,ugm -3,2023-05-14 15:00:00,27.88416,False,Median,9,POINT (-1.576209 54.984303),42.3499984741211,2.0,aq_mesh_api,False,-1.576209,54.984303,79206
PER_AIRMON_MESH1915150,NO2,ugm -3,2023-05-14 15:00:00,48.128,False,Median,9,POINT (-1.718833 54.995352),107.669998168945,2.0,aq_mesh_api,False,-1.718833,54.995352,79158
PER_AIRMON_MESH1921150,NO2,ugm -3,2023-05-14 15:00:00,45.7592,False,Median,9,POINT (-1.60345 54.965674),31.1700000762939,2.0,aq_mesh_api,False,-1.60345,54.965674,79164
PER_AIRMON_MESH1973150,NO2,ugm -3,2023-05-14 15:00:00,44.0484,False,Median,9,POINT (-1.615699 54.959784),41.0,2.0,aq_mesh_api,False,-1.615699,54.959784,79209
PER_AIRMON_MESH1760150,NO2,ugm -3,2023-05-14 15:00:00,50.00612,False,Median,9,POINT (-1.610701 54.972275),37.7700004577637,2.0,aq_mesh_api,False,-1.610701,54.972275,73089
PER_AIRMON_MESH1761150,NO2,ugm -3,2023-05-14 15:00:00,35.191720000000004,False,Median,9,POINT (-1.61169 54.97431),43.6699981689453,2.0,aq_mesh_api,False,-1.61169,54.97431,73090
PER_AIRMON_MESH1903150,NO2,ugm -3,2023-05-14 15:00:00,48.16372,False,Median,9,POINT (-1.521943 55.029411),68.9899978637695,2.0,aq_mesh_api,False,-1.521943,55.029411,73384
PER_AIRMON_MESH1916150,NO2,ugm -3,2023-05-14 15:00:00,7.256799999999999,False,Median,9,POINT (-1.590481 55.007634),59.810001373291,2.0,aq_mesh_api,False,-1.590481,55.007634,79159
PER_AIRMON_MESH1904150,NO2,ugm -3,2023-05-14 15:00:00,34.6766,False,Median,9,POINT (-1.588286 54.998517),67.75,2.0,aq_mesh_api,False,-1.588286,54.998517,73385
PER_AIRMON_MESH1907150,NO2,ugm -3,2023-05-14 15:00:00,9.5504,False,Median,9,POINT (-1.603448 54.965679),31.1700000762939,2.0,aq_mesh_api,False,-1.603448,54.965679,79150
PER_AIRMON_MESH1909150,NO2,ugm -3,2023-05-14 15:00:00,39.97444,False,Median,9,POINT (-1.603448 54.965685),31.1700000762939,2.0,aq_mesh_api,False,-1.603448,54.965685,79152
PER_AIRMON_MESH1910150,NO2,ugm -3,2023-05-14 15:00:00,8.572799999999999,False,Median,9,POINT (-1.618791 55.018165),50.6599998474121,2.0,aq_mesh_api,False,-1.618791,55.018165,79153
PER_AIRMON_MESH1911150,NO2,ugm -3,2023-05-14 15:00:00,39.79396,False,Median,9,POINT (-1.577888 54.98891),48.4099998474121,2.0,aq_mesh_api,False,-1.577888,54.98891,79154
